device_id,device_type,purchase_date,purchase_year,purchase_month,purchase_month_name,age,expected_age,age_validation_flag,device_age_band,manufacturer,model,country,maintenance_cost_original,maintenance_cost,maintenance_cost_quality_flag,downtime_hours,maintenance_frequency,failure_event_count,failure_flag,failure_status,maintenance_class,maintenance_severity,maintenance_report,failure_type,risk_score,operational_risk_level,replacement_review_flag
MD03449,Defibrillator,2018-04-23,2018,4,April,7,7,Matched,7-9 Years,CardioSync,Model-100,France,7115.349585060145,7115.349585060145,Valid,7.93,3,0,0,No Failure Reported,1,Low,Component component upgrade after detecting overheating; functionality restored. log cleaned low priority fault,Overheating,0,Low,Monitor
MD00843,X-Ray Machine,2017-11-12,2017,11,November,8,8,Matched,7-9 Years,ImagingTech,Model-250,UK,3902.4578656327935,3902.4578656327935,Valid,8.06,5,2,1,Failure Reported,1,Low,software crash caused operational delay; software patch initiated. quick fix low priority fault,Software/Data Issue,1,Low,Monitor
MD04942,Defibrillator,2021-12-23,2021,12,December,4,4,Matched,4-6 Years,MedEquip,Model-500,France,10347.099972215256,10347.099972215256,Valid,5.33,3,0,0,No Failure Reported,3,High,System performance degraded due to circuit failure; mitigation via system reset. critical failure urgent inspection needed,Electerical Issue,1,Low,Monitor
MD02504,Infusion Pump,2019-02-14,2019,2,February,6,6,Matched,4-6 Years,UltraMed,Model-550,Japan,2934.00218194885,2934.00218194885,Valid,2.47,4,3,1,Failure Reported,1,Low,Component system reset after detecting overheating; functionality restored. minor issue stable condition,Overheating,1,Low,Monitor
MD02667,Defibrillator,2016-01-21,2016,1,January,9,9,Matched,7-9 Years,CardioSync,Model-150,Canada,4095.847540827348,4095.847540827348,Valid,15.59,2,1,1,Failure Reported,2,Medium,System performance degraded due to voltage spike; mitigation via replacement. moderate delay driver update applied,Electerical Issue,2,Medium,Monitor
MD00747,PET Scanner,2020-11-29,2020,11,November,5,5,Matched,4-6 Years,RescueTech,Model-550,UK,16918.099190796744,16918.099190796744,Valid,15.79,2,3,1,Failure Reported,3,High,Component recalibration after detecting circuit failure; functionality restored. reboot failed system crash,Electerical Issue,4,High,Review for Replacement
MD02278,Defibrillator,2023-07-01,2023,7,July,2,2,Matched,0-3 Years,ScanPro,Model-300,Canada,5191.504528325519,5191.504528325519,Valid,10.31,3,1,1,Failure Reported,1,Low,Routine check completed; software crash observed during diagnostics. minor issue temporary glitch,Software/Data Issue,0,Low,Monitor
MD05430,Infusion Pump,2017-08-21,2017,8,August,8,8,Matched,7-9 Years,ScanPro,Model-600,Canada,1448.5071160191972,1448.5071160191972,Valid,3.23,4,2,1,Failure Reported,1,Low,Routine check completed; data lag observed during diagnostics. software reset routine reset,Software/Data Issue,1,Low,Monitor
MD02523,PET Scanner,2018-08-26,2018,8,August,7,7,Matched,7-9 Years,RescueTech,Model-300,UK,18678.042840960698,18678.042840960698,Valid,17.08,5,3,1,Failure Reported,3,High,System performance degraded due to battery wear; mitigation via component upgrade. data loss emergency shutdown,Battery Issue,4,High,Review for Replacement
MD01664,CT Scanner,2016-01-06,2016,1,January,9,9,Matched,7-9 Years,UltraMed,Model-200,Italy,9985.283182706931,9985.283182706931,Valid,9.02,3,1,1,Failure Reported,2,Medium,System performance degraded due to abnormal sound; mitigation via software patch. driver update driver update applied,Software/Data Issue,1,Low,Monitor
MD03243,PET Scanner,2014-05-29,2014,5,May,11,11,Matched,10+Years,ScanPro,Model-350,France,31678.83458628143,31678.83458628143,Valid,21.08,2,3,1,Failure Reported,3,High,System performance degraded due to battery wear; mitigation via recalibration. data loss system crash,Battery Issue,5,High,Review for Replacement
MD01908,CT Scanner,2023-12-02,2023,12,December,2,2,Matched,0-3 Years,ScanPro,Model-350,Italy,4567.061100594675,4567.061100594675,Valid,6.91,1,1,1,Failure Reported,1,Low,Component software patch after detecting software crash; functionality restored. minor issue minor issue,Software/Data Issue,0,Low,Monitor
MD04121,PET Scanner,2015-07-15,2015,7,July,10,10,Matched,10+Years,CardioSync,Model-450,Japan,11282.102785591956,11282.102785591956,Valid,26.55,4,2,1,Failure Reported,3,High,abnormal sound caused operational delay; recalibration initiated. reboot failed critical malfunction,Mechanical Issue,3,Medium,Monitor
MD03892,CT Scanner,2015-09-08,2015,9,September,10,10,Matched,10+Years,RescueTech,Model-150,Italy,7025.213922801271,7025.213922801271,Valid,15.96,3,2,1,Failure Reported,2,Medium,System performance degraded due to sensor misalignment; mitigation via replacement. reviewed logs non-critical warning,Sensor Issue,2,Medium,Monitor
MD04624,PET Scanner,2023-11-10,2023,11,November,2,2,Matched,0-3 Years,RescueTech,Model-350,France,-494.0627080124808,494.0627080124808,Negative Cost Corrected,28.75,5,2,1,Failure Reported,3,High,System performance degraded due to data lag; mitigation via inspection. sensor replaced urgent inspection needed,Sensor Issue,2,Medium,Monitor
MD02701,PET Scanner,2017-03-02,2017,3,March,8,8,Matched,7-9 Years,ImagingTech,Model-500,Canada,7263.279071208288,7263.279071208288,Valid,10.67,3,0,0,No Failure Reported,1,Low,System performance degraded due to sensor misalignment; mitigation via software patch. software reset temporary glitch,Sensor Issue,1,Low,Monitor
MD02538,PET Scanner,2014-04-18,2014,4,April,11,11,Matched,10+Years,UltraMed,Model-200,Canada,2987.1423023426228,2987.1423023426228,Valid,28.1,2,1,1,Failure Reported,3,High,data lag caused operational delay; replacement initiated. sensor replaced sensor replacement,Sensor Issue,3,Medium,Monitor
MD04630,X-Ray Machine,2016-08-01,2016,8,August,9,9,Matched,7-9 Years,MedEquip,Model-400,UK,4226.551052409964,4226.551052409964,Valid,10.21,2,2,1,Failure Reported,1,Low,voltage spike caused operational delay; inspection initiated. software reset low priority fault,Electerical Issue,1,Low,Monitor
MD03807,Defibrillator,2022-02-20,2022,2,February,3,3,Matched,0-3 Years,CardioSync,Model-400,UK,660.0830743249163,660.0830743249163,Valid,12.83,3,0,0,No Failure Reported,2,Medium,circuit failure caused operational delay; replacement initiated. driver update moderate delay,Electerical Issue,0,Low,Monitor
MD03140,PET Scanner,2013-12-04,2013,12,December,12,12,Matched,10+Years,UltraMed,Model-500,Japan,5510.991556018581,5510.991556018581,Valid,7.69,5,0,0,No Failure Reported,1,Low,System performance degraded due to abnormal sound; mitigation via inspection. software reset system check passed,Software/Data Issue,1,Low,Monitor
MD04286,PET Scanner,2014-12-30,2014,12,December,11,11,Matched,10+Years,ImagingTech,Model-150,Japan,23491.64028802903,23491.64028802903,Valid,24.62,3,4,1,Failure Reported,3,High,circuit failure caused operational delay; recalibration initiated. data loss emergency shutdown,Electerical Issue,5,High,Review for Replacement
MD03626,Infusion Pump,2015-10-28,2015,10,October,10,10,Matched,10+Years,CardioSync,Model-250,UK,11416.076947053944,11416.076947053944,Valid,3.53,5,4,1,Failure Reported,2,Medium,abnormal sound caused operational delay; replacement initiated. reviewed logs component review,Mechanical Issue,2,Medium,Review for Replacement
MD01732,MRI Scanner,2016-04-27,2016,4,April,9,9,Matched,7-9 Years,CardioSync,Model-350,Japan,5129.710988346991,5129.710988346991,Valid,4.59,4,0,0,No Failure Reported,2,Medium,Routine check completed; sensor misalignment observed during diagnostics. reviewed logs average severity report,Sensor Issue,1,Low,Monitor
MD03952,Defibrillator,2023-05-02,2023,5,May,2,2,Matched,0-3 Years,ScanPro,Model-350,UK,8265.796979938015,8265.796979938015,Valid,6.12,5,1,1,Failure Reported,2,Medium,Component inspection after detecting data lag; functionality restored. moderate delay performance warning,General Maintenance,0,Low,Monitor
MD00532,MRI Scanner,2013-08-20,2013,8,August,12,12,Matched,10+Years,RescueTech,Model-500,Japan,8495.32331511777,8495.32331511777,Valid,11.65,1,1,1,Failure Reported,2,Medium,System performance degraded due to battery wear; mitigation via component upgrade. moderate delay device required inspection,Battery Issue,1,Low,Monitor
MD00482,CT Scanner,2015-01-31,2015,1,January,10,10,Matched,10+Years,CardioSync,Model-300,UK,5650.863405365115,5650.863405365115,Valid,9.31,5,1,1,Failure Reported,1,Low,Routine check completed; software crash observed during diagnostics. minor issue stable condition,Software/Data Issue,1,Low,Monitor
MD05106,PET Scanner,2018-02-18,2018,2,February,7,7,Matched,7-9 Years,ImagingTech,Model-150,Italy,1894.5515770977008,1894.5515770977008,Valid,18.18,4,1,1,Failure Reported,2,Medium,Routine check completed; sensor misalignment observed during diagnostics. component issue component review,Sensor Issue,1,Low,Monitor
MD02268,Infusion Pump,2017-03-15,2017,3,March,8,8,Matched,7-9 Years,UltraMed,Model-600,Canada,8999.011190717187,8999.011190717187,Valid,5.46,1,2,1,Failure Reported,2,Medium,System performance degraded due to software crash; mitigation via inspection. reviewed logs non-critical warning,Software/Data Issue,1,Low,Monitor
MD01752,X-Ray Machine,2019-10-23,2019,10,October,6,6,Matched,4-6 Years,UltraMed,Model-250,USA,10382.913931977764,10382.913931977764,Valid,9.05,5,1,1,Failure Reported,2,Medium,System performance degraded due to sensor misalignment; mitigation via replacement. reviewed logs component review,Sensor Issue,0,Low,Monitor
MD03987,PET Scanner,2022-02-24,2022,2,February,3,3,Matched,0-3 Years,MedEquip,Model-500,Italy,7152.014914478937,7152.014914478937,Valid,6.47,1,1,1,Failure Reported,1,Low,Component replacement after detecting circuit failure; functionality restored. minor issue stable condition,Electerical Issue,0,Low,Monitor
MD02741,PET Scanner,2017-02-13,2017,2,February,8,8,Matched,7-9 Years,ScanPro,Model-450,UK,22796.31035416619,22796.31035416619,Valid,9.94,3,2,1,Failure Reported,3,High,overheating caused operational delay; firmware update initiated. critical failure sensor replacement,Overheating,3,Medium,Monitor
MD00752,CT Scanner,2016-09-20,2016,9,September,9,9,Matched,7-9 Years,CardioSync,Model-550,UK,5850.120200899558,5850.120200899558,Valid,6.93,5,1,1,Failure Reported,1,Low,Component inspection after detecting software crash; functionality restored. log cleaned low priority fault,Software/Data Issue,1,Low,Monitor
MD05119,CT Scanner,2018-07-16,2018,7,July,7,7,Matched,7-9 Years,ScanPro,Model-200,Japan,5399.521640927384,5399.521640927384,Valid,9.14,5,3,1,Failure Reported,1,Low,System performance degraded due to battery wear; mitigation via recalibration. software reset minor issue,Battery Issue,1,Low,Monitor
MD04364,Infusion Pump,2020-09-09,2020,9,September,5,5,Matched,4-6 Years,ImagingTech,Model-250,UK,8461.326579068467,8461.326579068467,Valid,3.09,5,3,1,Failure Reported,2,Medium,Routine check completed; software crash observed during diagnostics. component issue moderate delay,Software/Data Issue,1,Low,Monitor
MD01926,CT Scanner,2018-04-27,2018,4,April,7,7,Matched,7-9 Years,RescueTech,Model-300,Canada,1525.6796726151651,1525.6796726151651,Valid,6.56,5,4,1,Failure Reported,3,High,System performance degraded due to overheating; mitigation via recalibration. sensor replaced hardware fault,Overheating,2,Medium,Review for Replacement
MD01840,CT Scanner,2019-12-01,2019,12,December,6,6,Matched,4-6 Years,ScanPro,Model-150,Italy,3202.318790360812,3202.318790360812,Valid,12.86,5,2,1,Failure Reported,3,High,abnormal sound caused operational delay; recalibration initiated. reboot failed critical malfunction,Mechanical Issue,1,Low,Monitor
MD03933,Defibrillator,2023-07-30,2023,7,July,2,2,Matched,0-3 Years,ImagingTech,Model-150,USA,18958.55682023342,18958.55682023342,Valid,4.92,3,5,1,Failure Reported,3,High,System performance degraded due to circuit failure; mitigation via firmware update. reboot failed high priority failure,Electerical Issue,3,Medium,Review for Replacement
MD05350,CT Scanner,2022-06-05,2022,6,June,3,3,Matched,0-3 Years,ScanPro,Model-300,UK,8358.32798998716,8358.32798998716,Valid,1.71,4,3,1,Failure Reported,1,Low,overheating caused operational delay; replacement initiated. log cleaned system check passed,Overheating,1,Low,Monitor
MD00344,Infusion Pump,2016-03-10,2016,3,March,9,9,Matched,7-9 Years,UltraMed,Model-100,Japan,3560.0972206175416,3560.0972206175416,Valid,14.73,3,4,1,Failure Reported,2,Medium,sensor misalignment caused operational delay; system reset initiated. reviewed logs average severity report,Sensor Issue,3,Medium,Review for Replacement
MD03796,Defibrillator,2018-11-14,2018,11,November,7,7,Matched,7-9 Years,CardioSync,Model-150,Canada,7612.258149410955,7612.258149410955,Valid,3.08,3,1,1,Failure Reported,2,Medium,sensor misalignment caused operational delay; recalibration initiated. reviewed logs average severity report,Sensor Issue,0,Low,Monitor
MD04015,PET Scanner,2015-06-10,2015,6,June,10,10,Matched,10+Years,MedEquip,Model-100,UK,13396.720460514458,13396.720460514458,Valid,11.96,5,2,1,Failure Reported,3,High,Component software patch after detecting battery wear; functionality restored. critical failure hardware fault,Battery Issue,3,Medium,Monitor
MD03781,X-Ray Machine,2022-08-26,2022,8,August,3,3,Matched,0-3 Years,ScanPro,Model-300,Italy,16186.055114932416,16186.055114932416,Valid,7.79,1,2,1,Failure Reported,3,High,data lag caused operational delay; component upgrade initiated. sensor replaced urgent inspection needed,Sensor Issue,2,Medium,Monitor
MD02001,Defibrillator,2023-07-13,2023,7,July,2,2,Matched,0-3 Years,UltraMed,Model-500,Italy,13380.80661053163,13380.80661053163,Valid,10.57,3,2,1,Failure Reported,2,Medium,Component component upgrade after detecting voltage spike; functionality restored. driver update non-critical warning,Electerical Issue,1,Low,Monitor
MD03919,PET Scanner,2015-10-30,2015,10,October,10,10,Matched,10+Years,ScanPro,Model-400,Canada,2973.062325077619,2973.062325077619,Valid,1.83,4,2,1,Failure Reported,1,Low,System performance degraded due to overheating; mitigation via replacement. log cleaned quick fix,Overheating,1,Low,Monitor
MD00871,Infusion Pump,2019-02-08,2019,2,February,6,6,Matched,4-6 Years,ImagingTech,Model-450,USA,711.2439651597376,711.2439651597376,Valid,15.86,3,1,1,Failure Reported,3,High,Routine check completed; overheating observed during diagnostics. sensor replaced system crash,Overheating,2,Medium,Monitor
MD02052,PET Scanner,2019-12-01,2019,12,December,6,6,Matched,4-6 Years,ImagingTech,Model-100,USA,10408.572181220214,10408.572181220214,Valid,5.17,4,2,1,Failure Reported,3,High,System performance degraded due to battery wear; mitigation via software patch. reboot failed system crash,Battery Issue,1,Low,Monitor
MD03067,Infusion Pump,2020-01-04,2020,1,January,5,5,Matched,4-6 Years,ImagingTech,Model-300,Canada,3227.646539807924,3227.646539807924,Valid,6.74,5,1,1,Failure Reported,1,Low,battery wear caused operational delay; replacement initiated. software reset low priority fault,Battery Issue,0,Low,Monitor
MD04384,CT Scanner,2016-03-30,2016,3,March,9,9,Matched,7-9 Years,RescueTech,Model-150,Italy,-161.3575141226033,161.3575141226033,Negative Cost Corrected,5.0,1,0,0,No Failure Reported,1,Low,Component software patch after detecting overheating; functionality restored. quick fix minor issue,Overheating,1,Low,Monitor
MD02960,X-Ray Machine,2022-03-23,2022,3,March,3,3,Matched,0-3 Years,MedEquip,Model-400,France,9265.336459152482,9265.336459152482,Valid,5.77,3,4,1,Failure Reported,2,Medium,Routine check completed; battery wear observed during diagnostics. moderate delay performance warning,Battery Issue,1,Low,Monitor
MD02810,Defibrillator,2013-07-22,2013,7,July,12,12,Matched,10+Years,ScanPro,Model-500,Canada,13408.61270991621,13408.61270991621,Valid,4.66,1,4,1,Failure Reported,2,Medium,overheating caused operational delay; system reset initiated. component issue moderate delay,Overheating,3,Medium,Review for Replacement
MD01501,Infusion Pump,2023-06-11,2023,6,June,2,2,Matched,0-3 Years,MedEquip,Model-400,Italy,3317.6477361753755,3317.6477361753755,Valid,6.78,1,1,1,Failure Reported,2,Medium,System performance degraded due to voltage spike; mitigation via recalibration. reviewed logs average severity report,Electerical Issue,0,Low,Monitor
MD02896,CT Scanner,2023-08-26,2023,8,August,2,2,Matched,0-3 Years,MedEquip,Model-600,France,-3047.893800902819,3047.893800902819,Negative Cost Corrected,19.63,5,2,1,Failure Reported,3,High,System performance degraded due to sensor misalignment; mitigation via software patch. data loss emergency shutdown,Sensor Issue,2,Medium,Monitor
MD02045,Infusion Pump,2023-04-23,2023,4,April,2,2,Matched,0-3 Years,CardioSync,Model-200,Japan,10197.274884149669,10197.274884149669,Valid,15.55,2,2,1,Failure Reported,3,High,Routine check completed; software crash observed during diagnostics. sensor replaced high priority failure,Sensor Issue,2,Medium,Monitor
MD01880,Defibrillator,2023-06-04,2023,6,June,2,2,Matched,0-3 Years,RescueTech,Model-100,UK,11533.12818516921,11533.12818516921,Valid,21.02,5,3,1,Failure Reported,3,High,Routine check completed; voltage spike observed during diagnostics. reboot failed sensor replacement,Electerical Issue,3,Medium,Review for Replacement
MD00981,PET Scanner,2023-02-21,2023,2,February,2,2,Matched,0-3 Years,UltraMed,Model-150,Japan,3982.0011295801614,3982.0011295801614,Valid,1.37,5,0,0,No Failure Reported,1,Low,overheating caused operational delay; component upgrade initiated. minor issue minor issue,Overheating,0,Low,Monitor
MD03273,Defibrillator,2020-02-08,2020,2,February,5,5,Matched,4-6 Years,UltraMed,Model-200,Italy,4418.604241620595,4418.604241620595,Valid,6.71,3,3,1,Failure Reported,1,Low,Component component upgrade after detecting circuit failure; functionality restored. software reset minor issue,Electerical Issue,1,Low,Monitor
MD03713,CT Scanner,2016-08-02,2016,8,August,9,9,Matched,7-9 Years,ImagingTech,Model-350,France,5053.44975209623,5053.44975209623,Valid,9.82,2,3,1,Failure Reported,1,Low,Routine check completed; software crash observed during diagnostics. quick fix routine reset,Software/Data Issue,2,Medium,Review for Replacement
MD04341,Defibrillator,2018-07-13,2018,7,July,7,7,Matched,7-9 Years,UltraMed,Model-400,Canada,3671.696176564252,3671.696176564252,Valid,4.7,2,4,1,Failure Reported,1,Low,data lag caused operational delay; component upgrade initiated. log cleaned quick fix,General Maintenance,1,Low,Monitor
MD03009,MRI Scanner,2014-12-22,2014,12,December,11,11,Matched,10+Years,ImagingTech,Model-550,Japan,3856.11957497004,3856.11957497004,Valid,11.4,1,2,1,Failure Reported,2,Medium,System performance degraded due to abnormal sound; mitigation via system reset. reviewed logs non-critical warning,Mechanical Issue,1,Low,Monitor
MD01767,Infusion Pump,2016-09-19,2016,9,September,9,9,Matched,7-9 Years,MedEquip,Model-300,Japan,3562.672575793048,3562.672575793048,Valid,8.58,3,4,1,Failure Reported,1,Low,System performance degraded due to circuit failure; mitigation via inspection. minor issue routine reset,Electerical Issue,2,Medium,Review for Replacement
MD04031,X-Ray Machine,2015-07-21,2015,7,July,10,10,Matched,10+Years,UltraMed,Model-650,France,16891.92823823039,16891.92823823039,Valid,24.55,3,2,1,Failure Reported,3,High,software crash caused operational delay; software patch initiated. critical failure system crash,Software/Data Issue,4,High,Review for Replacement
MD03335,CT Scanner,2021-07-07,2021,7,July,4,4,Matched,4-6 Years,UltraMed,Model-300,Canada,12479.63782682391,12479.63782682391,Valid,19.21,3,0,0,No Failure Reported,3,High,Component system reset after detecting data lag; functionality restored. reboot failed critical malfunction,General Maintenance,3,Medium,Review for Replacement
MD02930,X-Ray Machine,2023-11-12,2023,11,November,2,2,Matched,0-3 Years,CardioSync,Model-300,UK,7266.411066710798,7266.411066710798,Valid,6.84,2,2,1,Failure Reported,3,High,System performance degraded due to voltage spike; mitigation via software patch. critical failure hardware fault,Electerical Issue,1,Low,Monitor
MD01768,Infusion Pump,2017-08-15,2017,8,August,8,8,Matched,7-9 Years,ScanPro,Model-350,Japan,21208.89085643472,21208.89085643472,Valid,13.01,5,1,1,Failure Reported,3,High,System performance degraded due to abnormal sound; mitigation via software patch. data loss sensor replacement,Sensor Issue,3,Medium,Monitor
MD04944,Defibrillator,2016-01-09,2016,1,January,9,9,Matched,7-9 Years,MedEquip,Model-300,Italy,2739.487204831302,2739.487204831302,Valid,8.25,2,4,1,Failure Reported,1,Low,overheating caused operational delay; replacement initiated. quick fix minor issue,Overheating,2,Medium,Review for Replacement
MD03645,Defibrillator,2014-03-15,2014,3,March,11,11,Matched,10+Years,ScanPro,Model-100,Canada,3831.764481971094,3831.764481971094,Valid,2.52,1,2,1,Failure Reported,1,Low,System performance degraded due to circuit failure; mitigation via firmware update. minor issue low priority fault,Electerical Issue,1,Low,Monitor
MD01349,CT Scanner,2021-06-06,2021,6,June,4,4,Matched,4-6 Years,ScanPro,Model-300,Japan,5393.05837270997,5393.05837270997,Valid,13.82,5,0,0,No Failure Reported,2,Medium,System performance degraded due to battery wear; mitigation via replacement. moderate delay non-critical warning,Battery Issue,0,Low,Monitor
MD04138,CT Scanner,2020-05-26,2020,5,May,5,5,Matched,4-6 Years,ScanPro,Model-300,France,5367.12376556604,5367.12376556604,Valid,8.24,4,4,1,Failure Reported,1,Low,System performance degraded due to circuit failure; mitigation via software patch. software reset system check passed,Electerical Issue,1,Low,Monitor
MD00325,X-Ray Machine,2017-05-09,2017,5,May,8,8,Matched,7-9 Years,ScanPro,Model-600,Italy,3158.658760198788,3158.658760198788,Valid,5.45,2,4,1,Failure Reported,1,Low,Routine check completed; abnormal sound observed during diagnostics. minor issue routine reset,Mechanical Issue,2,Medium,Monitor
MD03618,MRI Scanner,2016-12-24,2016,12,December,9,9,Matched,7-9 Years,CardioSync,Model-450,UK,13944.210247319346,13944.210247319346,Valid,14.66,4,1,1,Failure Reported,3,High,System performance degraded due to data lag; mitigation via recalibration. reboot failed high priority failure,General Maintenance,4,High,Review for Replacement
MD04441,PET Scanner,2019-03-01,2019,3,March,6,6,Matched,4-6 Years,RescueTech,Model-300,USA,722.1282782670996,722.1282782670996,Valid,9.56,1,1,1,Failure Reported,1,Low,Routine check completed; circuit failure observed during diagnostics. minor issue system check passed,Electerical Issue,0,Low,Monitor
MD04670,MRI Scanner,2023-03-03,2023,3,March,2,2,Matched,0-3 Years,ImagingTech,Model-500,USA,2190.857238143601,2190.857238143601,Valid,1.65,2,1,1,Failure Reported,1,Low,Component system reset after detecting software crash; functionality restored. software reset routine reset,Software/Data Issue,0,Low,Monitor
MD04177,X-Ray Machine,2018-03-10,2018,3,March,7,7,Matched,7-9 Years,CardioSync,Model-650,Canada,5060.210105021525,5060.210105021525,Valid,2.64,5,2,1,Failure Reported,1,Low,System performance degraded due to software crash; mitigation via component upgrade. minor issue minor issue,Software/Data Issue,0,Low,Monitor
MD01376,CT Scanner,2023-02-15,2023,2,February,2,2,Matched,0-3 Years,MedEquip,Model-650,Japan,4329.061629110006,4329.061629110006,Valid,4.19,4,5,1,Failure Reported,1,Low,System performance degraded due to voltage spike; mitigation via software patch. log cleaned quick fix,Electerical Issue,1,Low,Monitor
MD00573,X-Ray Machine,2019-02-25,2019,2,February,6,6,Matched,4-6 Years,ScanPro,Model-500,UK,3887.194767557064,3887.194767557064,Valid,6.18,5,2,1,Failure Reported,1,Low,System performance degraded due to data lag; mitigation via recalibration. log cleaned system check passed,General Maintenance,0,Low,Monitor
MD05447,Infusion Pump,2014-07-29,2014,7,July,11,11,Matched,10+Years,CardioSync,Model-550,USA,4865.388196642777,4865.388196642777,Valid,11.79,1,3,1,Failure Reported,2,Medium,Routine check completed; sensor misalignment observed during diagnostics. moderate delay performance warning,Sensor Issue,2,Medium,Review for Replacement
MD03168,Defibrillator,2018-12-10,2018,12,December,7,7,Matched,7-9 Years,MedEquip,Model-250,Italy,5141.035566825245,5141.035566825245,Valid,9.66,5,3,1,Failure Reported,2,Medium,Component inspection after detecting sensor misalignment; functionality restored. moderate delay average severity report,Sensor Issue,1,Low,Monitor
MD00714,PET Scanner,2020-05-24,2020,5,May,5,5,Matched,4-6 Years,ImagingTech,Model-500,USA,9435.80229088492,9435.80229088492,Valid,10.03,4,1,1,Failure Reported,1,Low,overheating caused operational delay; component upgrade initiated. log cleaned system check passed,Overheating,0,Low,Monitor
MD03992,Defibrillator,2018-06-08,2018,6,June,7,7,Matched,7-9 Years,CardioSync,Model-350,Italy,4868.171827907811,4868.171827907811,Valid,7.42,4,2,1,Failure Reported,1,Low,Component software patch after detecting overheating; functionality restored. minor issue temporary glitch,Overheating,0,Low,Monitor
MD04713,X-Ray Machine,2022-07-11,2022,7,July,3,3,Matched,0-3 Years,UltraMed,Model-250,Italy,6354.070651940154,6354.070651940154,Valid,9.43,5,1,1,Failure Reported,1,Low,Routine check completed; circuit failure observed during diagnostics. software reset low priority fault,Electerical Issue,0,Low,Monitor
MD02026,X-Ray Machine,2021-06-06,2021,6,June,4,4,Matched,4-6 Years,ImagingTech,Model-200,Japan,31042.748908803605,31042.748908803605,Valid,5.35,4,1,1,Failure Reported,3,High,voltage spike caused operational delay; firmware update initiated. critical failure sensor replacement,Electerical Issue,2,Medium,Monitor
MD01307,Defibrillator,2013-12-13,2013,12,December,12,12,Matched,10+Years,UltraMed,Model-650,Italy,21084.31977236665,21084.31977236665,Valid,25.46,3,3,1,Failure Reported,3,High,System performance degraded due to data lag; mitigation via firmware update. reboot failed hardware fault,Software/Data Issue,5,High,Review for Replacement
MD02135,CT Scanner,2017-02-13,2017,2,February,8,8,Matched,7-9 Years,MedEquip,Model-300,UK,4790.837726200388,4790.837726200388,Valid,5.41,3,3,1,Failure Reported,2,Medium,voltage spike caused operational delay; component upgrade initiated. reviewed logs performance warning,Electerical Issue,2,Medium,Monitor
MD04105,CT Scanner,2020-10-03,2020,10,October,5,5,Matched,4-6 Years,ImagingTech,Model-650,Canada,1140.8062499812918,1140.8062499812918,Valid,9.9,3,1,1,Failure Reported,1,Low,Component component upgrade after detecting software crash; functionality restored. quick fix low priority fault,Software/Data Issue,0,Low,Monitor
MD04711,PET Scanner,2023-11-24,2023,11,November,2,2,Matched,0-3 Years,MedEquip,Model-600,USA,7083.276149317262,7083.276149317262,Valid,2.57,5,1,1,Failure Reported,2,Medium,overheating caused operational delay; replacement initiated. component issue component review,Overheating,0,Low,Monitor
MD02374,PET Scanner,2013-07-30,2013,7,July,12,12,Matched,10+Years,RescueTech,Model-300,USA,5707.302642190764,5707.302642190764,Valid,5.31,2,6,1,Failure Reported,1,Low,Routine check completed; voltage spike observed during diagnostics. log cleaned quick fix,Electerical Issue,2,Medium,Review for Replacement
MD04754,X-Ray Machine,2018-10-27,2018,10,October,7,7,Matched,7-9 Years,ScanPro,Model-300,Japan,3363.4348623009723,3363.4348623009723,Valid,7.31,3,2,1,Failure Reported,1,Low,Routine check completed; battery wear observed during diagnostics. log cleaned stable condition,Battery Issue,0,Low,Monitor
MD02924,CT Scanner,2016-05-17,2016,5,May,9,9,Matched,7-9 Years,ImagingTech,Model-650,UK,10536.936273493124,10536.936273493124,Valid,3.28,4,2,1,Failure Reported,2,Medium,overheating caused operational delay; recalibration initiated. moderate delay driver update applied,Overheating,1,Low,Monitor
MD03121,MRI Scanner,2019-04-07,2019,4,April,6,6,Matched,4-6 Years,CardioSync,Model-200,Japan,9821.182426988267,9821.182426988267,Valid,6.04,2,1,1,Failure Reported,1,Low,System performance degraded due to abnormal sound; mitigation via component upgrade. minor issue temporary glitch,Mechanical Issue,0,Low,Monitor
MD01677,Defibrillator,2017-07-09,2017,7,July,8,8,Matched,7-9 Years,ImagingTech,Model-600,France,17818.084804463728,17818.084804463728,Valid,19.94,3,1,1,Failure Reported,3,High,voltage spike caused operational delay; system reset initiated. sensor replaced urgent inspection needed,Electerical Issue,4,High,Review for Replacement
MD01556,PET Scanner,2023-03-04,2023,3,March,2,2,Matched,0-3 Years,ImagingTech,Model-650,Japan,8192.231527758755,8192.231527758755,Valid,15.38,1,4,1,Failure Reported,2,Medium,voltage spike caused operational delay; inspection initiated. driver update driver update applied,Electerical Issue,2,Medium,Monitor
MD03862,Defibrillator,2021-12-19,2021,12,December,4,4,Matched,4-6 Years,ScanPro,Model-150,UK,13066.344198620793,13066.344198620793,Valid,25.2,2,2,1,Failure Reported,3,High,voltage spike caused operational delay; inspection initiated. critical failure high priority failure,Electerical Issue,3,Medium,Review for Replacement
MD01358,X-Ray Machine,2022-02-19,2022,2,February,3,3,Matched,0-3 Years,ImagingTech,Model-300,USA,8653.168241203768,8653.168241203768,Valid,16.14,1,3,1,Failure Reported,2,Medium,Routine check completed; voltage spike observed during diagnostics. driver update moderate delay,Electerical Issue,2,Medium,Monitor
